ID,number of incoming elements,duration of download (in ms),duration for reloading nodes (in ms),number of reloaded nodes,number of published elements for subject [all],number of published elements for subject [routing],duration for Filtering for subject [routing] (in ms),number of published elements for subject [search],duration for Filtering for subject [search] (in ms)
2022-03-03T19:54:42+01:00,1824,122,5831,3504,5328,2453,11,326,10
2022-03-03T19:55:38+01:00,723,63,5764,927,1650,972,6,40,1
2022-03-03T19:56:38+01:00,2137,110,7424,1485,3622,314,3,75,4
2022-03-03T19:57:33+01:00,1730,135,4161,3594,5324,2524,17,76,4
2022-03-03T19:58:39+01:00,2449,125,4618,1474,3923,1325,7,78,2
2022-03-03T19:59:45+01:00,1852,116,5483,1343,3195,861,12,62,3
2022-03-03T20:00:56+01:00,3412,181,10086,11110,14522,355,4,19,9
2022-03-03T20:01:47+01:00,1137,82,163,0,1137,347,2,15,1
2022-03-03T20:03:06+01:00,471,67,18602,1496,1967,406,3,22,1
2022-03-03T20:03:53+01:00,754,176,5901,8223,8977,527,18,18,7
2022-03-03T20:04:47+01:00,3457,145,3008,4464,7921,1533,8,20,7
2022-03-03T20:05:53+01:00,602,63,5192,237,839,370,5,9,0
2022-03-03T20:06:55+01:00,3735,192,9917,5731,9466,5557,23,4,7
2022-03-03T20:08:01+01:00,2333,113,15491,0,2333,384,5,116,3
2022-03-03T20:08:44+01:00,1068,77,1818,1846,2914,523,3,66,3
2022-03-03T20:09:51+01:00,3293,166,6179,7186,10479,5130,21,153,8
2022-03-03T20:10:50+01:00,2141,103,7945,1879,4020,2544,10,21,3
2022-03-03T20:12:05+01:00,3752,142,14996,0,3752,461,4,265,4
2022-03-03T20:12:49+01:00,1405,75,3276,1283,2688,1262,8,7,2
2022-03-03T20:13:57+01:00,884,102,6562,3516,4400,2673,12,27,3
2022-03-03T20:14:53+01:00,583,74,5901,967,1550,703,5,18,0
2022-03-03T20:15:49+01:00,668,53,4610,828,1496,813,5,59,2
2022-03-03T20:17:09+01:00,5678,181,19091,2874,8552,748,5,91,7
2022-03-03T20:18:05+01:00,3398,136,15971,0,3398,592,5,52,2
2022-03-03T20:19:01+01:00,540,56,5434,564,1104,406,3,10,1
2022-03-03T20:20:04+01:00,905,61,12161,472,1377,771,5,15,1
2022-03-03T20:21:06+01:00,1017,115,9417,1182,2199,859,10,30,2
2022-03-03T20:22:03+01:00,5630,177,6097,1665,7295,650,7,791,14
2022-03-03T20:23:09+01:00,890,99,5630,4725,5615,3989,20,122,5
2022-03-03T20:24:04+01:00,1949,112,4434,2673,4622,1065,9,16,4
2022-03-03T20:25:07+01:00,821,89,2296,1438,2259,594,8,57,3
2022-03-03T20:26:02+01:00,733,72,3907,1595,2328,383,4,98,4
2022-03-03T20:27:06+01:00,242,41,3140,495,737,404,3,3,0
2022-03-03T20:28:01+01:00,1537,100,4191,892,2429,1108,9,115,4
2022-03-03T20:29:08+01:00,13676,323,6660,1671,15347,1496,17,24,10
2022-03-03T20:30:04+01:00,1122,96,4930,1819,2941,1287,9,29,2
2022-03-03T20:31:08+01:00,2855,109,2619,1376,4231,1107,13,57,4
2022-03-03T20:32:01+01:00,881,88,2912,3749,4630,1668,10,7,3
2022-03-03T20:33:06+01:00,3975,150,4004,5190,9165,4079,18,41,7
2022-03-03T20:34:13+01:00,28594,862,4377,4661,33255,1629,10,59,23
2022-03-03T20:35:14+01:00,3521,236,9782,8593,12114,1009,6,131,8
2022-03-03T20:36:08+01:00,1452,93,3803,2407,3859,1000,9,42,3
2022-03-03T20:37:13+01:00,2233,104,3850,5368,7601,3141,16,126,6
2022-03-03T20:38:09+01:00,3072,110,5047,2600,5672,2218,10,32,3
2022-03-03T20:39:16+01:00,631,69,6890,1046,1677,722,8,33,1
2022-03-03T20:40:12+01:00,1831,65,4676,448,2279,515,5,10,2
2022-03-03T20:41:22+01:00,2239,97,7904,6148,8387,1521,8,14,6
2022-03-03T20:42:18+01:00,1133,88,5821,4237,5370,3599,17,26,4
2022-03-03T20:43:28+01:00,2401,96,9029,2971,5372,3120,14,27,4
2022-03-03T20:44:23+01:00,4293,107,4121,4164,8457,3090,14,85,6
2022-03-03T20:45:21+01:00,986,60,7621,1011,1997,993,5,6,2
2022-03-03T20:46:17+01:00,745,67,4805,693,1438,777,7,14,2
2022-03-03T20:47:36+01:00,852,70,18067,2098,2950,1717,9,46,2
2022-03-03T20:48:21+01:00,2187,87,4228,3133,5320,2957,14,259,8
2022-03-03T20:49:17+01:00,4836,117,5689,3180,8016,4126,19,32,7
2022-03-03T20:50:23+01:00,3301,144,5167,3253,6554,1988,23,113,5
2022-03-03T20:51:20+01:00,1976,76,6159,1744,3720,1525,8,111,4
2022-03-03T20:52:23+01:00,764,91,1949,1619,2383,1634,12,8,2
2022-03-03T20:53:28+01:00,3096,105,3782,4599,7695,1761,7,66,6
2022-03-03T20:54:21+01:00,1812,84,2823,2851,4663,2004,10,72,4
2022-03-03T20:55:25+01:00,2100,106,13562,1983,4083,1419,19,45,3
2022-03-03T20:56:19+01:00,1434,75,2891,3519,4953,3941,20,22,3
2022-03-03T20:57:36+01:00,2127,96,16225,2446,4573,1673,12,95,4
2022-03-03T20:58:26+01:00,1556,86,9372,2671,4227,2756,13,32,3
2022-03-03T20:59:23+01:00,1574,78,6123,1418,2992,1082,7,32,3
2022-03-03T21:00:30+01:00,3217,97,6143,859,4076,767,8,132,3
2022-03-03T21:01:36+01:00,3242,101,5362,1376,4618,1294,8,30,3
2022-03-03T21:02:41+01:00,1661,82,3602,1929,3590,1980,10,44,3
2022-03-03T21:03:36+01:00,2952,150,4630,4047,6999,3033,34,129,7
2022-03-03T21:04:30+01:00,2837,95,3169,2340,5177,3021,13,7,3
2022-03-03T21:05:35+01:00,1861,87,3795,1761,3622,317,3,111,4
2022-03-03T21:06:41+01:00,1201,81,5154,5585,6786,1165,7,10,5
2022-03-03T21:07:39+01:00,294,69,7499,2359,2653,2267,15,7,3
2022-03-03T21:08:33+01:00,1939,77,2971,1480,3419,1190,8,85,2
2022-03-03T21:09:38+01:00,3625,108,3452,2171,5796,1638,22,24,7
2022-03-03T21:10:32+01:00,3019,109,3366,2616,5635,1467,13,51,4
2022-03-03T21:11:39+01:00,1090,72,5670,1545,2635,1363,8,42,3
2022-03-03T21:12:33+01:00,1952,89,3420,2669,4621,1015,6,461,21
2022-03-03T21:13:40+01:00,1900,155,6078,3323,5223,2235,30,144,9
2022-03-03T21:14:35+01:00,5415,113,4113,7967,13382,5111,20,53,8
2022-03-03T21:15:38+01:00,2602,88,2639,795,3397,597,6,55,2
2022-03-03T21:16:43+01:00,3328,113,3458,2461,5789,930,8,145,8
2022-03-03T21:17:58+01:00,3518,98,14903,2478,5996,1278,11,70,4
2022-03-03T21:18:53+01:00,2179,94,4130,1754,3933,1096,9,98,5
2022-03-03T21:19:46+01:00,2752,92,1868,2152,4904,1836,11,40,3
2022-03-03T21:20:49+01:00,1452,72,2758,2071,3523,1115,7,189,6
2022-03-03T21:21:54+01:00,2303,98,3532,5796,8099,761,7,1531,65
2022-03-03T21:22:49+01:00,6816,134,3941,6146,12962,3327,22,578,20
2022-03-03T21:23:51+01:00,1674,75,1829,1456,3130,586,3,64,2
2022-03-03T21:25:07+01:00,5434,142,15336,0,5434,1743,16,368,5
2022-03-03T21:25:52+01:00,588,61,3655,842,1430,809,5,20,0
2022-03-03T21:26:45+01:00,1142,69,2728,3192,4334,1778,8,113,3
2022-03-03T21:27:50+01:00,1693,104,4452,4070,5763,1048,8,140,4
2022-03-03T21:28:43+01:00,2021,103,1701,5087,7108,3004,19,103,7
2022-03-03T21:29:50+01:00,5328,160,6124,17785,23113,1277,10,62,15
2022-03-03T21:30:55+01:00,2335,100,4438,2160,4495,1516,10,44,4
2022-03-03T21:31:49+01:00,6414,128,3333,6007,12421,4254,18,114,7
2022-03-03T21:32:53+01:00,3557,104,2398,3462,7019,1362,6,216,8
2022-03-03T21:34:05+01:00,3586,154,11669,7606,11192,5893,26,113,11
2022-03-03T21:35:01+01:00,13475,181,5192,2220,15695,1149,8,147,10
2022-03-03T21:36:14+01:00,1650,88,11474,2542,4192,2083,13,83,4
2022-03-03T21:37:11+01:00,1914,103,6199,2943,4857,629,9,98,4
2022-03-03T21:38:05+01:00,999,79,3767,3430,4429,1005,7,77,4
2022-03-03T21:39:08+01:00,1757,85,2300,1629,3386,890,6,84,4
2022-03-03T21:40:05+01:00,772,65,5929,555,1327,540,5,25,2
2022-03-03T21:41:16+01:00,1919,90,10048,3622,5541,1071,6,363,14
2022-03-03T21:42:00+01:00,1476,86,3149,2949,4425,1016,8,60,5
2022-03-03T21:43:07+01:00,1505,67,6464,2330,3835,707,5,69,3
2022-03-03T21:44:02+01:00,4069,122,4605,3251,7320,3350,19,22,6
2022-03-03T21:45:21+01:00,2616,100,18105,3580,6196,1101,6,30,5
2022-03-03T21:46:09+01:00,13417,142,7170,3917,17334,2131,10,267,17
2022-03-03T21:47:05+01:00,4791,115,5157,5360,10151,2655,13,64,8
2022-03-03T21:48:10+01:00,1064,62,4255,671,1735,301,2,127,2
2022-03-03T21:49:07+01:00,3007,99,5549,2888,5895,1739,14,300,7
2022-03-03T21:50:01+01:00,1844,91,2860,2336,4180,1471,7,81,4
2022-03-03T21:51:05+01:00,2748,119,3444,4137,6885,1275,6,113,5
2022-03-03T21:52:21+01:00,2975,106,5197,7141,10116,2321,11,185,8
2022-03-03T21:53:15+01:00,1423,75,3183,1414,2837,551,3,50,2
2022-03-03T21:54:09+01:00,2394,90,3638,1392,3786,720,6,400,9
2022-03-03T21:55:23+01:00,3615,117,12928,4345,7960,2303,13,122,7
2022-03-03T21:56:07+01:00,1516,79,2814,758,2274,723,7,41,2
2022-03-03T21:57:14+01:00,839,67,6412,1195,2034,1303,7,29,1
2022-03-03T21:58:19+01:00,4679,117,4125,4963,9642,2487,14,95,8
2022-03-03T21:59:12+01:00,1729,87,3114,2013,3742,1703,9,217,6
2022-03-03T22:00:19+01:00,4635,102,5888,2503,7138,1358,8,75,6
2022-03-03T22:01:23+01:00,2984,101,3088,1882,4866,1217,8,59,4
2022-03-03T22:02:22+01:00,1185,91,7758,3638,4823,1642,9,134,5
2022-03-03T22:03:18+01:00,1858,83,5829,1824,3682,1673,8,62,3
2022-03-03T22:04:22+01:00,1279,88,2704,949,2228,759,6,80,3
2022-03-03T22:05:15+01:00,2029,81,2664,1973,4002,1286,7,30,3
2022-03-03T22:06:21+01:00,4572,116,4583,3104,7676,1419,8,52,6
2022-03-03T22:07:27+01:00,2538,97,5723,3364,5902,1630,12,15,3
2022-03-03T22:08:22+01:00,1589,86,3758,1497,3086,1170,10,22,2
2022-03-03T22:09:18+01:00,3497,102,5377,3129,6626,1810,11,111,5
2022-03-03T22:10:23+01:00,2984,88,4753,1873,4857,874,5,40,5
2022-03-03T22:11:16+01:00,1659,73,1816,1448,3107,760,4,16,1
2022-03-03T22:12:20+01:00,4143,111,3720,4146,8289,4022,22,17,7
2022-03-03T22:13:26+01:00,3040,105,4345,3909,6949,1842,9,328,12
2022-03-03T22:14:18+01:00,1870,94,1660,4583,6453,1595,8,54,5
2022-03-03T22:15:24+01:00,2703,96,4939,4038,6741,2879,15,21,4
2022-03-03T22:16:27+01:00,2516,95,2473,3990,6506,2435,10,29,4
2022-03-03T22:17:30+01:00,1340,85,2552,2757,4097,1239,11,442,15
2022-03-03T22:18:34+01:00,2930,99,2584,4977,7907,3674,15,26,6
2022-03-03T22:19:37+01:00,3584,109,2631,2923,6507,3663,15,67,5
2022-03-03T22:20:37+01:00,2402,92,8691,1740,4142,1748,9,51,2
2022-03-03T22:21:56+01:00,2788,96,17813,2878,5666,3046,14,27,5
2022-03-03T22:22:40+01:00,2507,93,3899,2753,5260,2644,13,25,3
2022-03-03T22:23:34+01:00,2595,98,3271,3793,6388,1529,8,100,4
2022-03-03T22:24:40+01:00,2961,106,4999,2638,5599,767,5,38,5
2022-03-03T22:25:36+01:00,10760,146,5160,1490,12250,763,6,105,9
2022-03-03T22:26:31+01:00,2142,158,4320,1413,3555,1334,11,20,3
2022-03-03T22:27:36+01:00,2958,191,3865,2873,5831,1729,11,188,7
2022-03-03T22:28:32+01:00,2214,171,5280,1821,4035,1825,17,90,4
2022-03-03T22:29:40+01:00,3320,172,6992,3990,7310,3105,13,24,5
2022-03-03T22:30:34+01:00,1892,130,2698,1253,3145,1085,9,80,2
2022-03-03T22:31:38+01:00,2333,148,3285,2786,5119,1573,8,16,2
2022-03-03T22:32:39+01:00,13961,312,10047,1898,15859,388,3,47,10
2022-03-03T22:33:35+01:00,8184,329,4696,14109,22293,602,7,20,13
2022-03-03T22:34:44+01:00,2175,125,8678,2916,5091,1475,8,444,8
2022-03-03T22:35:40+01:00,10114,196,5244,810,10924,926,6,33,7
2022-03-03T22:36:35+01:00,3665,159,3629,2633,6298,3283,17,128,4
2022-03-03T22:37:40+01:00,1484,111,4488,5775,7259,1921,10,98,5
2022-03-03T22:38:45+01:00,1496,117,4470,2155,3651,1419,9,10,4
2022-03-03T22:39:51+01:00,1593,94,5122,564,2157,1082,6,16,2
2022-03-03T22:40:58+01:00,1008,70,5749,734,1742,917,4,5,1
2022-03-03T22:41:51+01:00,2887,125,2130,3168,6055,1209,7,69,5
2022-03-03T22:42:58+01:00,3918,154,6627,2251,6169,1240,8,140,7
2022-03-03T22:43:55+01:00,2131,107,5749,1830,3961,845,6,110,6
2022-03-03T22:44:52+01:00,2125,128,6400,1780,3905,1338,7,126,7
2022-03-03T22:45:45+01:00,742,79,2569,1971,2713,994,7,134,5
2022-03-03T22:47:05+01:00,12172,513,7848,13543,25715,3689,18,7297,49
2022-03-03T22:47:52+01:00,2201,92,6062,3348,5549,1743,9,403,8
2022-03-03T22:48:58+01:00,2793,108,5077,3850,6643,1292,8,19,7
2022-03-03T22:49:54+01:00,2760,92,5677,2833,5593,946,6,16,5
2022-03-03T22:51:05+01:00,1085,69,10335,1135,2220,787,5,2,1
2022-03-04T16:15:24+01:00,2776,118,10896,6636,9412,7202,46,43,7
2022-03-04T16:16:29+01:00,515,59,14235,1256,1771,464,6,33,3
2022-03-04T16:17:25+01:00,4143,103,5543,3142,7285,1074,8,19,5
2022-03-04T16:18:21+01:00,1830,64,4379,1553,3383,2217,12,20,2
2022-03-04T16:19:18+01:00,2344,84,6468,3185,5529,1920,10,20,4
2022-03-04T16:20:26+01:00,1885,92,7374,1343,3228,1733,8,46,3
2022-03-04T16:21:22+01:00,1057,67,5384,1898,2955,1304,8,10,2
2022-03-04T16:22:19+01:00,7066,113,6549,1582,8648,1556,8,62,6
2022-03-04T16:23:23+01:00,725,62,2589,538,1263,467,5,28,1
2022-03-04T16:24:16+01:00,1309,69,2491,2389,3698,1428,7,81,3
2022-03-04T16:25:32+01:00,2713,93,4674,434,3147,342,5,80,4
2022-03-04T16:26:25+01:00,3772,99,2638,2474,6246,1513,8,105,5
2022-03-04T16:27:30+01:00,4451,97,4355,2481,6932,905,14,92,8
2022-03-04T16:28:44+01:00,1316,78,12612,2395,3711,739,6,13,5
2022-03-04T16:29:43+01:00,3392,94,8843,3495,6887,2534,13,226,7
2022-03-04T16:30:34+01:00,764,65,122,0,764,199,1,42,0
2022-03-04T16:31:50+01:00,2371,101,14891,0,2371,303,9,13,3
2022-03-04T16:32:47+01:00,1596,70,16253,0,1596,248,4,21,1
2022-03-04T16:33:41+01:00,3275,101,4071,6323,9598,1779,10,34,6
2022-03-04T16:34:39+01:00,756,56,6848,1264,2020,1265,8,38,1
2022-03-04T16:35:35+01:00,2999,92,5006,4537,7536,4857,24,37,6
2022-03-04T16:36:52+01:00,1353,71,16343,1968,3321,1629,10,6,2
2022-03-04T16:37:36+01:00,3043,94,2806,3183,6226,2551,12,72,5
2022-03-04T16:38:38+01:00,1042,67,2028,2330,3372,686,7,60,5
2022-03-04T16:39:45+01:00,5214,110,6138,6085,11299,5129,20,152,10
2022-03-04T16:40:51+01:00,2528,90,5026,1123,3651,285,5,43,5
2022-03-04T16:41:47+01:00,1689,77,4789,1881,3570,622,5,12,4
2022-03-04T16:43:00+01:00,2278,84,12805,2298,4576,2527,13,21,4
2022-03-04T16:43:51+01:00,3219,96,10352,1252,4471,590,11,78,5
2022-03-04T16:44:48+01:00,603,70,6329,1567,2170,494,4,92,4
2022-03-04T16:45:58+01:00,1491,91,8563,911,2402,969,10,57,2
2022-03-04T16:46:51+01:00,1690,89,2281,2135,3825,852,5,73,3
2022-03-04T16:47:46+01:00,3105,97,4812,2904,6009,2049,12,56,6
2022-03-04T16:48:53+01:00,2242,88,5447,2522,4764,825,6,168,4
2022-03-04T16:49:53+01:00,2177,94,9782,1310,3487,1034,12,68,3
2022-03-04T16:50:58+01:00,844,59,14696,0,844,154,4,8,0
2022-03-04T16:52:02+01:00,2126,92,13143,3240,5366,2543,14,31,5
2022-03-04T16:52:49+01:00,6408,112,5867,4818,11226,1291,9,126,12
2022-03-04T16:53:57+01:00,2517,94,7493,4372,6889,1166,7,16,4
2022-03-04T16:54:58+01:00,6460,124,10086,3975,10435,2349,16,143,12
2022-03-04T16:55:53+01:00,7668,120,3816,2314,9982,2596,15,102,9
2022-03-04T16:56:53+01:00,2208,82,8904,3058,5266,648,5,47,6
2022-03-04T16:57:52+01:00,4065,102,8965,1593,5658,421,5,56,8
2022-03-04T16:59:11+01:00,2314,116,17466,12673,14987,1611,10,49,10
2022-03-04T16:59:56+01:00,2564,86,4645,2571,5135,2730,22,69,6
2022-03-04T17:01:24+01:00,2383,87,16921,1555,3938,1531,10,25,3
2022-03-04T17:02:24+01:00,1275,69,19684,2313,3588,1653,8,31,3
2022-03-04T17:03:11+01:00,22517,143,6502,1436,23953,1260,11,39,17
2022-03-04T17:04:13+01:00,25078,160,10251,21393,46471,2004,10,43,28
2022-03-04T17:05:18+01:00,1178,67,14895,0,1178,232,2,61,1
2022-03-04T17:06:14+01:00,2883,102,15275,3292,6175,3248,17,41,3
2022-03-04T17:07:21+01:00,5724,111,15500,0,5724,1850,14,336,8
2022-03-04T17:08:06+01:00,3829,112,4546,2643,6472,2011,16,345,10
2022-03-04T17:09:03+01:00,2009,76,6723,1498,3507,1204,6,30,2
2022-03-04T17:10:20+01:00,1842,69,15313,0,1842,148,3,40,2
2022-03-04T17:11:03+01:00,2954,91,2880,3981,6935,1021,8,62,7
2022-03-04T17:12:06+01:00,1099,67,2042,1516,2615,1060,7,31,2
2022-03-05T14:55:42+01:00,2066,101,2030,1220,3286,1134,8,37,3
2022-03-05T14:56:16+01:00,1459,71,4326,2215,3674,1198,9,139,5
2022-03-05T14:57:19+01:00,1786,63,1950,701,2487,595,4,71,2
2022-03-05T14:58:23+01:00,1809,82,2930,2923,4732,1013,6,58,4
2022-03-05T14:59:17+01:00,2204,84,3203,1818,4022,616,6,25,5
2022-03-05T15:00:31+01:00,3386,99,3367,5068,8454,3265,16,19,7
2022-03-05T15:01:26+01:00,3609,105,3775,6069,9678,1863,10,24,7
2022-03-05T15:02:17+01:00,1323,64,1123,1380,2703,894,8,69,5
2022-03-05T15:03:21+01:00,514,58,2684,1209,1723,578,5,14,2
2022-03-05T15:04:25+01:00,676,58,3863,1033,1709,887,6,22,2
2022-03-05T15:05:18+01:00,1528,88,2198,3771,5299,1529,8,28,5
2022-03-05T15:06:21+01:00,2190,82,1815,1389,3579,782,6,37,2
2022-03-05T15:07:23+01:00,1710,88,1221,3268,4978,492,5,358,16
2022-03-05T15:08:26+01:00,366,39,1418,345,711,209,4,13,0
2022-03-05T15:09:28+01:00,390,70,2104,1024,1414,989,8,36,1
2022-03-05T15:10:22+01:00,1933,80,3132,1394,3327,1009,7,34,3
2022-03-05T15:11:26+01:00,3192,100,3243,3238,6430,1093,10,230,9
2022-03-05T15:12:29+01:00,1655,81,1962,1001,2656,532,5,85,4
2022-03-05T15:13:33+01:00,4141,100,3114,3395,7536,1692,11,74,6
2022-03-05T15:14:36+01:00,965,74,2760,1666,2631,956,8,111,4
2022-03-05T15:15:41+01:00,394,45,4192,576,970,198,2,70,1
2022-03-05T15:16:35+01:00,1720,88,2242,685,2405,811,13,64,3
2022-03-05T15:17:40+01:00,1398,73,3856,1451,2849,682,5,110,4
2022-03-05T15:18:33+01:00,2016,84,2421,1281,3297,1530,12,118,5
2022-03-05T15:19:37+01:00,2357,89,3113,2404,4761,1670,10,88,7
2022-03-05T15:20:29+01:00,1195,70,2026,2498,3693,1240,9,107,6
2022-03-05T15:21:33+01:00,635,54,2448,1077,1712,427,4,53,1
2022-03-05T15:22:38+01:00,3955,112,4091,7519,11474,1953,13,36,6
2022-03-05T15:23:31+01:00,3891,110,3167,3718,7609,1507,11,45,5
2022-03-05T15:24:34+01:00,1173,81,1852,1719,2892,2034,10,52,3
2022-03-05T15:25:38+01:00,2557,92,3066,2714,5271,1499,20,134,13
2022-03-05T15:26:34+01:00,1825,90,4473,3755,5580,1903,11,94,5
2022-03-05T15:27:40+01:00,9124,134,5631,4066,13190,1741,9,31,9
2022-03-05T15:28:42+01:00,4713,113,1248,3230,7943,1117,15,120,7
2022-03-05T15:29:55+01:00,2836,105,11423,3003,5839,1449,9,122,7
2022-03-05T15:30:50+01:00,3136,109,4331,9724,12860,1924,10,54,10
2022-03-05T15:31:53+01:00,552,61,2211,358,910,433,5,43,1
2022-03-05T15:32:46+01:00,1777,90,3057,3173,4950,812,8,44,6
2022-03-05T15:33:50+01:00,969,76,2616,894,1863,831,6,22,2
2022-03-05T15:34:57+01:00,1939,120,6054,2957,4896,1888,10,27,4
2022-03-05T15:35:50+01:00,707,69,2569,735,1442,269,3,51,2
2022-03-05T15:36:53+01:00,4485,191,1807,2764,7249,1450,9,24,6
2022-03-05T15:37:57+01:00,942,111,3030,3848,4790,2206,15,28,5
2022-03-05T15:38:49+01:00,2789,128,1352,1693,4482,1904,10,75,4
2022-03-05T15:39:54+01:00,1147,528,3668,2682,3829,706,83,375,12
2022-03-05T15:40:48+01:00,26101,387,2608,7284,33385,3780,22,58,24
2022-03-05T15:41:59+01:00,3635,98,10996,1339,4974,2786,11,35,3
2022-03-05T15:42:52+01:00,1734,77,2059,1196,2930,518,5,52,4
2022-03-05T15:43:55+01:00,1200,75,1676,2350,3550,1274,8,20,4
2022-03-05T15:44:48+01:00,1956,82,2921,1271,3227,591,5,10,3
2022-03-05T15:45:52+01:00,1410,72,2410,1121,2531,939,7,10,3
2022-03-05T15:46:55+01:00,891,72,2158,975,1866,498,5,11,2
2022-03-05T15:47:57+01:00,2389,92,1739,1365,3754,925,6,30,3
2022-03-05T15:49:01+01:00,1173,78,2664,948,2121,807,8,15,1
2022-03-05T15:49:54+01:00,4873,177,2409,22191,27064,4626,20,163,18
2022-03-05T15:51:07+01:00,4300,137,2403,4461,8761,1539,13,21,8
2022-03-05T15:52:02+01:00,1959,100,3474,3837,5796,1598,10,27,5
2022-03-05T15:53:04+01:00,1143,87,1781,1603,2746,1275,12,29,3
2022-03-05T15:54:14+01:00,2007,122,8795,4474,6481,1560,16,18,4
2022-03-05T15:55:08+01:00,1573,135,3307,6500,8073,6598,29,22,8
2022-03-05T15:56:01+01:00,1536,119,1744,3106,4642,1600,9,53,2
2022-03-05T15:57:06+01:00,794,147,4095,3286,4080,1071,12,20,2
2022-03-05T15:57:58+01:00,3797,158,1528,1375,5172,1754,9,55,3
2022-03-05T15:59:12+01:00,1769,127,2428,1638,3407,1640,12,49,2
2022-03-05T16:00:10+01:00,2619,118,7328,1051,3670,484,4,12,3
2022-03-05T16:01:03+01:00,1102,98,2802,1467,2569,763,7,68,3
2022-03-05T16:02:06+01:00,2359,109,1821,970,3329,799,6,57,2
2022-03-05T16:03:14+01:00,1314,90,7145,970,2284,394,4,44,3
2022-03-05T16:04:12+01:00,2394,184,6725,3140,5534,1068,12,262,10
2022-03-05T16:05:08+01:00,1982,157,5469,6900,8882,869,11,195,11
2022-03-05T16:06:11+01:00,2912,166,1711,3463,6375,1414,9,118,6
2022-03-05T16:07:05+01:00,840,96,3998,2330,3170,740,6,97,4
2022-03-05T16:08:10+01:00,3127,157,3509,3958,7085,1223,8,67,6
2022-03-05T16:09:13+01:00,3170,178,2146,3347,6517,1799,12,97,6
2022-03-05T16:10:18+01:00,4321,196,3585,3469,7790,1453,10,26,5
2022-03-05T16:11:10+01:00,553,62,1035,553,1106,311,2,23,1
2022-03-05T16:12:16+01:00,1187,133,5597,1286,2473,1195,13,49,2
2022-03-05T16:13:20+01:00,2448,142,2713,4213,6661,632,6,29,6
2022-03-05T16:14:16+01:00,1410,92,5384,1158,2568,733,6,30,1
2022-03-05T16:15:19+01:00,3242,150,1931,1868,5110,1238,9,27,5
2022-03-05T16:16:23+01:00,2166,167,3843,3466,5632,1807,13,87,6
2022-03-05T16:17:29+01:00,2255,123,4859,765,3020,682,6,54,4
2022-03-05T16:18:24+01:00,1450,96,3888,823,2273,745,6,54,1
2022-03-05T16:19:29+01:00,1437,127,4323,4153,5590,2801,13,69,5
2022-03-05T16:20:21+01:00,1994,109,1567,670,2664,314,3,38,1
2022-03-05T16:21:14+01:00,1352,89,2375,797,2149,741,7,63,1
2022-03-05T16:22:19+01:00,1336,85,3864,1131,2467,736,5,66,2
2022-03-05T16:23:34+01:00,2128,140,14574,3552,5680,1475,11,176,7
2022-03-05T16:24:20+01:00,1908,134,4813,2527,4435,1469,10,217,10
2022-03-05T16:25:23+01:00,2140,128,1780,2487,4627,929,9,49,8
2022-03-05T16:26:16+01:00,1741,115,3022,2173,3914,1213,8,126,7
2022-03-05T16:27:24+01:00,3217,174,6556,3608,6825,1336,10,60,4
2022-03-05T16:28:18+01:00,2461,135,3015,1200,3661,939,10,61,5
2022-03-05T16:29:21+01:00,2182,127,2098,3254,5436,2737,12,131,4
2022-03-05T16:30:34+01:00,2282,141,1971,3671,5953,1116,6,64,5
2022-03-05T16:31:37+01:00,2651,144,2777,3099,5750,2568,14,78,6
2022-03-05T16:32:31+01:00,4827,188,3020,2349,7176,3793,19,118,7
2022-03-05T16:33:46+01:00,2394,128,4191,1737,4131,1013,8,161,4
2022-03-05T16:34:30+01:00,1300,71,3201,571,1871,402,7,68,4
2022-03-05T16:35:34+01:00,1517,112,2807,2053,3570,895,10,103,4
2022-03-05T16:36:38+01:00,1087,97,2134,1992,3079,1784,12,32,4
2022-03-05T16:37:32+01:00,3144,180,2814,3254,6398,1980,10,19,5
2022-03-05T16:38:34+01:00,1241,161,1692,1318,2559,630,14,37,2
2022-03-05T16:39:37+01:00,2083,103,1708,1529,3612,510,5,34,2
2022-03-05T16:40:44+01:00,2558,128,6260,1747,4305,683,7,13,2
2022-03-05T16:41:36+01:00,1704,88,1501,611,2315,378,4,36,4
2022-03-05T16:42:39+01:00,787,69,2066,782,1569,846,5,18,2
2022-03-05T16:43:42+01:00,1634,169,1769,7431,9065,1940,16,80,7
2022-03-05T16:44:34+01:00,3953,190,1492,4830,8783,3834,17,36,6
2022-03-05T16:45:38+01:00,1238,135,2368,3889,5127,1576,11,17,3
2022-03-05T16:46:32+01:00,2342,113,3514,1019,3361,1133,7,13,3
2022-03-05T16:47:45+01:00,891,96,2807,2355,3246,1491,9,39,3
2022-03-05T16:48:38+01:00,17249,389,1322,1192,18441,854,7,67,12
2022-03-05T16:49:43+01:00,2066,101,4061,1204,3270,736,5,44,2
2022-03-05T16:50:47+01:00,722,83,3955,1275,1997,711,7,15,2
2022-03-05T16:51:51+01:00,1139,90,3124,2261,3400,750,6,39,3
2022-03-05T16:52:44+01:00,2630,123,1528,3181,5811,2526,15,151,5
2022-03-05T16:53:47+01:00,903,83,2259,1250,2153,1020,8,29,4
2022-03-05T16:54:50+01:00,1654,99,2601,3106,4760,1916,9,109,5
2022-03-05T16:55:43+01:00,749,73,2038,1485,2234,1139,6,60,1
2022-03-05T16:56:48+01:00,1216,624,2877,756,1972,626,102,50,2
