ID,number of incoming elements,duration of download (in ms),duration for reloading nodes (in ms),number of reloaded nodes,number of published elements for subject [all],number of published elements for subject [routing],duration for Filtering for subject [routing] (in ms),number of published elements for subject [search],duration for Filtering for subject [search] (in ms)
2022-03-09T20:54:17+01:00,0,239,158,0,0,0,2,0,0
2022-03-09T20:55:18+01:00,0,141,113,0,0,0,1,0,0
2022-03-09T20:56:19+01:00,0,174,184,0,0,0,1,0,0
2022-03-09T20:57:20+01:00,0,176,137,0,0,0,1,0,0
2022-03-09T20:58:21+01:00,0,109,147,0,0,0,1,0,0
2022-03-09T20:59:22+01:00,0,85,111,0,0,0,1,0,0
2022-03-09T21:00:23+01:00,0,158,128,0,0,0,2,0,0
2022-03-09T21:01:24+01:00,0,201,131,0,0,0,2,0,0
2022-03-09T21:02:25+01:00,0,126,155,0,0,0,1,0,0
2022-03-09T21:03:16+01:00,0,116,117,0,0,0,1,0,0
2022-03-09T21:04:17+01:00,0,119,124,0,0,0,1,0,0
2022-03-09T21:05:18+01:00,0,97,126,0,0,0,1,0,0
2022-03-09T21:06:19+01:00,0,172,115,0,0,0,1,0,0
2022-03-09T21:07:20+01:00,0,71,111,0,0,0,2,0,0
2022-03-09T21:08:21+01:00,0,157,108,0,0,0,2,0,0
2022-03-09T21:09:22+01:00,0,130,113,0,0,0,2,0,0
2022-03-09T21:10:23+01:00,0,106,187,0,0,0,1,0,0
2022-03-09T21:11:24+01:00,0,94,135,0,0,0,1,0,0
2022-03-09T21:12:34+01:00,0,50,105,0,0,0,1,0,0
2022-03-09T21:13:35+01:00,0,104,118,0,0,0,2,0,0
2022-03-09T21:14:36+01:00,0,89,163,0,0,0,1,0,0
2022-03-09T21:15:37+01:00,0,89,129,0,0,0,1,0,0
2022-03-09T21:16:28+01:00,0,92,136,0,0,0,1,0,0
2022-03-09T21:17:29+01:00,0,183,115,0,0,0,1,0,0
2022-03-09T21:18:30+01:00,0,119,110,0,0,0,1,0,0
2022-03-09T21:19:31+01:00,0,191,115,0,0,0,1,0,0
2022-03-09T21:20:32+01:00,0,97,130,0,0,0,1,0,0
2022-03-09T21:21:33+01:00,0,138,108,0,0,0,1,0,0
2022-03-09T21:22:34+01:00,0,239,107,0,0,0,1,0,0
2022-03-09T21:23:35+01:00,0,294,147,0,0,0,2,0,0
2022-03-09T21:24:36+01:00,0,136,165,0,0,0,1,0,0
2022-03-09T21:24:59+01:00,0,137,116,0,0,0,3,0,0
2022-03-09T21:25:40+01:00,0,180,137,0,0,0,2,0,0
2022-03-09T21:26:42+01:00,0,540,120,0,0,0,1,0,0
2022-03-09T21:27:44+01:00,0,634,111,0,0,0,2,0,0
2022-03-09T21:28:46+01:00,0,251,116,0,0,0,2,0,0
2022-03-09T21:29:48+01:00,0,354,109,0,0,0,1,0,0
2022-03-09T21:30:51+01:00,0,887,105,0,0,0,2,0,0
2022-03-09T21:31:53+01:00,0,366,137,0,0,0,2,0,0
2022-03-09T21:32:45+01:00,0,668,128,0,0,0,1,0,0
2022-03-10T08:45:13+01:00,0,65,234,0,0,0,2,0,0
2022-03-10T08:45:44+01:00,0,111,133,0,0,0,1,0,0
2022-03-10T10:09:56+01:00,0,118,128,0,0,0,1,0,0
2022-03-10T10:43:23+01:00,,,,,49035,36992,181,190,27
2022-03-10T10:43:23+01:00,,,,,41798,33407,210,145,16
2022-03-10T10:43:23+01:00,,,,,43397,32624,197,177,15
2022-03-10T10:43:23+01:00,,,,,45798,23963,122,1188,92
2022-03-10T10:43:24+01:00,,,,,47206,25755,134,779,31
2022-03-10T10:43:24+01:00,,,,,42622,18619,114,1431,213
2022-03-10T10:43:24+01:00,,,,,43701,9898,62,2950,436
2022-03-10T10:43:25+01:00,,,,,50262,10001,52,2796,468
2022-03-10T10:43:25+01:00,,,,,46379,5808,37,1682,201
2022-03-10T10:43:26+01:00,,,,,44767,8953,57,3168,622
2022-03-10T10:43:27+01:00,,,,,46042,8321,44,3787,841
2022-03-10T10:43:27+01:00,,,,,47071,4978,33,3995,839
2022-03-10T10:43:28+01:00,,,,,43268,4092,21,4198,893
2022-03-10T10:43:30+01:00,,,,,40860,5540,42,5404,1269
2022-03-10T10:43:31+01:00,,,,,46542,1741,10,6303,1037
2022-03-10T10:43:32+01:00,,,,,36401,668,5,6154,1257
2022-03-10T10:43:34+01:00,,,,,38597,265,3,7646,1925
2022-03-10T10:43:36+01:00,,,,,39986,632,9,6571,1777
2022-03-10T10:43:36+01:00,,,,,41685,2885,15,4539,842
2022-03-10T10:43:37+01:00,,,,,36646,3328,25,4441,874
2022-03-10T10:43:38+01:00,,,,,38394,4685,24,3573,630
2022-03-10T10:43:39+01:00,,,,,62573,4483,24,4071,852
2022-03-10T10:43:39+01:00,,,,,43187,6709,38,3214,439
2022-03-10T10:43:40+01:00,,,,,40147,4117,28,3179,500
2022-03-10T10:43:41+01:00,,,,,37049,2452,13,5507,1049
2022-03-10T10:43:41+01:00,,,,,36308,7758,38,3254,426
2022-03-10T10:43:42+01:00,,,,,35207,7040,44,3649,582
2022-03-10T10:43:42+01:00,,,,,38722,3753,21,4936,727
2022-03-10T10:43:44+01:00,,,,,33076,1663,10,6892,1311
2022-03-10T10:43:45+01:00,,,,,33560,4614,25,5576,995
2022-03-10T10:43:45+01:00,,,,,35671,3070,20,4207,610
2022-03-10T10:43:46+01:00,,,,,40203,5750,31,2311,251
2022-03-10T10:43:46+01:00,,,,,35625,6342,40,2702,306
2022-03-10T10:43:46+01:00,,,,,35168,9726,51,1260,58
2022-03-10T10:43:46+01:00,,,,,35321,3366,21,790,36
2022-03-10T10:43:46+01:00,,,,,35312,5262,28,1438,81
2022-03-10T10:43:47+01:00,,,,,36875,3853,22,2354,255
2022-03-10T10:43:47+01:00,,,,,36983,3899,24,2227,254
2022-03-10T10:43:47+01:00,,,,,37490,3766,25,1650,132
2022-03-10T10:43:47+01:00,,,,,39227,7988,48,1425,127
2022-03-10T10:43:47+01:00,,,,,39801,10275,55,1267,88
2022-03-10T10:43:48+01:00,,,,,36054,11034,67,1772,162
2022-03-10T10:43:48+01:00,,,,,36569,16506,93,1678,110
2022-03-10T10:43:48+01:00,,,,,34544,8356,69,1770,142
2022-03-10T10:43:48+01:00,,,,,37359,10560,55,716,32
2022-03-10T10:43:48+01:00,,,,,24394,6574,33,771,33
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,1,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:48+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:49+01:00,,,,,5000,0,0,0,0
2022-03-10T10:43:49+01:00,,,,,1819,0,0,0,0
2022-03-10T10:43:49+01:00,,,,,4174,4174,335,0,0
2022-03-11T10:23:08+01:00,,,,,49035,36992,166,190,19
2022-03-11T10:23:08+01:00,,,,,41798,33407,179,145,14
2022-03-11T10:23:08+01:00,,,,,43397,32624,168,177,11
2022-03-11T10:23:08+01:00,,,,,45798,23963,132,1188,88
2022-03-11T10:23:08+01:00,,,,,47206,25755,115,779,24
2022-03-11T10:23:09+01:00,,,,,42622,18619,95,1431,183
2022-03-11T10:23:09+01:00,,,,,43701,9898,52,2950,388
2022-03-11T10:23:10+01:00,,,,,50262,10001,49,2796,466
2022-03-11T10:23:10+01:00,,,,,46379,5808,31,1682,187
2022-03-11T10:23:10+01:00,,,,,44767,8953,58,3168,593
2022-03-11T10:23:11+01:00,,,,,46042,8321,42,3787,748
2022-03-11T10:23:12+01:00,,,,,47071,4978,26,3995,830
2022-03-11T10:23:13+01:00,,,,,43268,4092,21,4198,901
2022-03-11T10:23:14+01:00,,,,,40860,5540,29,5404,1246
2022-03-11T10:23:15+01:00,,,,,46542,1741,10,6303,1005
2022-03-11T10:23:16+01:00,,,,,36401,668,5,6154,1249
2022-03-11T10:23:18+01:00,,,,,38597,265,3,7646,1931
2022-03-11T10:23:20+01:00,,,,,39986,632,8,6571,1758
2022-03-11T10:23:21+01:00,,,,,41685,2885,15,4539,881
2022-03-11T10:23:22+01:00,,,,,36646,3328,17,4441,825
2022-03-11T10:23:22+01:00,,,,,38394,4685,31,3573,591
2022-03-11T10:23:23+01:00,,,,,62573,4483,23,4071,834
2022-03-11T10:23:24+01:00,,,,,43187,6709,33,3214,420
2022-03-11T10:23:24+01:00,,,,,40147,4117,24,3179,514
2022-03-11T10:23:25+01:00,,,,,37049,2452,16,5507,1051
2022-03-11T10:23:26+01:00,,,,,36308,7758,37,3254,435
2022-03-11T10:23:26+01:00,,,,,35207,7040,38,3649,599
2022-03-11T10:23:27+01:00,,,,,38722,3753,20,4936,748
2022-03-11T10:23:28+01:00,,,,,33076,1663,10,6892,1324
2022-03-11T10:23:29+01:00,,,,,33560,4614,25,5576,995
2022-03-11T10:23:30+01:00,,,,,35671,3070,16,4207,614
2022-03-11T10:23:30+01:00,,,,,40203,5750,41,2311,250
2022-03-11T10:23:30+01:00,,,,,35625,6342,34,2702,310
2022-03-11T10:23:31+01:00,,,,,35168,9726,57,1260,56
2022-03-11T10:23:31+01:00,,,,,35321,3366,19,790,37
2022-03-11T10:23:31+01:00,,,,,35312,5262,29,1438,97
2022-03-11T10:23:31+01:00,,,,,36875,3853,33,2354,287
2022-03-11T10:23:31+01:00,,,,,36983,3899,22,2227,244
2022-03-11T10:23:32+01:00,,,,,37490,3766,22,1650,134
2022-03-11T10:23:32+01:00,,,,,39227,7988,47,1425,137
2022-03-11T10:23:32+01:00,,,,,39801,10275,53,1267,95
2022-03-11T10:23:32+01:00,,,,,36054,11034,74,1772,157
2022-03-11T10:23:32+01:00,,,,,36569,16506,88,1678,121
2022-03-11T10:23:33+01:00,,,,,34544,8356,52,1770,132
2022-03-11T10:23:33+01:00,,,,,37359,10560,52,716,33
2022-03-11T10:23:33+01:00,,,,,24394,6574,57,771,53
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,5000,0,0,0,0
2022-03-11T10:23:33+01:00,,,,,1819,0,0,0,0
2022-03-11T10:23:34+01:00,,,,,4174,4174,398,0,0
2022-03-11T10:24:44+01:00,,,,,49035,36992,176,190,22
2022-03-11T10:24:44+01:00,,,,,41798,33407,159,145,14
2022-03-11T10:24:45+01:00,,,,,43397,32624,208,177,12
2022-03-11T10:24:45+01:00,,,,,45798,23963,123,1188,117
2022-03-11T10:24:45+01:00,,,,,47206,25755,151,779,24
2022-03-11T10:24:45+01:00,,,,,42622,18619,106,1431,174
2022-03-11T10:24:46+01:00,,,,,43701,9898,50,2950,403
2022-03-11T10:24:46+01:00,,,,,50262,10001,49,2796,438
2022-03-11T10:24:46+01:00,,,,,46379,5808,36,1682,199
2022-03-11T10:24:47+01:00,,,,,44767,8953,58,3168,590
2022-03-11T10:24:48+01:00,,,,,46042,8321,81,3787,811
2022-03-11T10:24:49+01:00,,,,,47071,4978,37,3995,861
2022-03-11T10:24:50+01:00,,,,,43268,4092,28,4198,938
2022-03-11T10:24:51+01:00,,,,,40860,5540,41,5404,1304
2022-03-11T10:24:52+01:00,,,,,46542,1741,11,6303,1064
2022-03-11T10:24:53+01:00,,,,,36401,668,5,6154,1223
2022-03-11T10:24:55+01:00,,,,,38597,265,3,7646,1931
2022-03-11T10:24:57+01:00,,,,,39986,632,6,6571,1745
2022-03-11T10:24:58+01:00,,,,,41685,2885,16,4539,844
2022-03-11T10:24:59+01:00,,,,,36646,3328,26,4441,788
2022-03-11T10:24:59+01:00,,,,,38394,4685,24,3573,608
2022-03-11T10:25:00+01:00,,,,,62573,4483,24,4071,862
2022-03-11T10:25:01+01:00,,,,,43187,6709,42,3214,482
2022-03-11T10:25:01+01:00,,,,,40147,4117,24,3179,546
2022-03-11T10:25:02+01:00,,,,,37049,2452,15,5507,1100
2022-03-11T10:25:03+01:00,,,,,36308,7758,42,3254,435
2022-03-11T10:25:03+01:00,,,,,35207,7040,39,3649,608
2022-03-11T10:25:04+01:00,,,,,38722,3753,20,4936,804
2022-03-11T10:25:05+01:00,,,,,33076,1663,10,6892,1353
2022-03-11T10:25:06+01:00,,,,,33560,4614,26,5576,1073
2022-03-11T10:25:07+01:00,,,,,35671,3070,18,4207,618
2022-03-11T10:25:07+01:00,,,,,40203,5750,48,2311,266
2022-03-11T10:25:08+01:00,,,,,35625,6342,39,2702,322
2022-03-11T10:25:08+01:00,,,,,35168,9726,55,1260,58
2022-03-11T10:25:08+01:00,,,,,35321,3366,18,790,38
2022-03-11T10:25:08+01:00,,,,,35312,5262,32,1438,89
2022-03-11T10:25:08+01:00,,,,,36875,3853,21,2354,260
2022-03-11T10:25:09+01:00,,,,,36983,3899,22,2227,246
2022-03-11T10:25:09+01:00,,,,,37490,3766,24,1650,135
2022-03-11T10:25:09+01:00,,,,,39227,7988,45,1425,129
2022-03-11T10:25:09+01:00,,,,,39801,10275,51,1267,99
2022-03-11T10:25:09+01:00,,,,,36054,11034,82,1772,184
2022-03-11T10:25:10+01:00,,,,,36569,16506,85,1678,129
2022-03-11T10:25:10+01:00,,,,,34544,8356,43,1770,128
2022-03-11T10:25:10+01:00,,,,,37359,10560,51,716,32
2022-03-11T10:25:10+01:00,,,,,24394,6574,50,771,48
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,5000,0,0,0,0
2022-03-11T10:25:10+01:00,,,,,1819,0,0,0,0
2022-03-11T10:25:11+01:00,,,,,4174,4174,390,0,0
2022-03-11T10:27:48+01:00,,,,,49035,36992,174,190,18
2022-03-11T10:27:48+01:00,,,,,41798,33407,174,145,14
2022-03-11T10:27:48+01:00,,,,,43397,32624,155,177,10
2022-03-11T10:27:49+01:00,,,,,45798,23963,145,1188,88
2022-03-11T10:27:49+01:00,,,,,47206,25755,121,779,24
2022-03-11T10:27:49+01:00,,,,,42622,18619,110,1431,190
2022-03-11T10:27:50+01:00,,,,,43701,9898,52,2950,400
2022-03-11T10:27:50+01:00,,,,,50262,10001,48,2796,430
2022-03-11T10:27:50+01:00,,,,,46379,5808,29,1682,171
2022-03-11T10:27:51+01:00,,,,,44767,8953,43,3168,574
2022-03-11T10:27:51+01:00,,,,,46042,8321,42,3787,768
2022-03-11T10:27:52+01:00,,,,,47071,4978,35,3995,825
2022-03-11T10:27:53+01:00,,,,,43268,4092,21,4198,866
2022-03-11T10:27:54+01:00,,,,,40860,5540,44,5404,1249
2022-03-11T10:27:55+01:00,,,,,46542,1741,10,6303,1007
2022-03-11T10:27:57+01:00,,,,,36401,668,5,6154,1235
2022-03-11T10:40:08+01:00,,,,,49035,36992,166,190,18
2022-03-11T10:40:09+01:00,,,,,41798,33407,154,145,14
2022-03-11T10:40:09+01:00,,,,,43397,32624,177,177,10
2022-03-11T10:40:09+01:00,,,,,45798,23963,116,1188,92
2022-03-11T10:40:09+01:00,,,,,47206,25755,122,779,33
2022-03-11T10:40:09+01:00,,,,,42622,18619,97,1431,221
2022-03-11T10:40:10+01:00,,,,,43701,9898,50,2950,392
2022-03-11T10:40:10+01:00,,,,,50262,10001,53,2796,435
2022-03-11T10:40:10+01:00,,,,,46379,5808,30,1682,185
2022-03-11T10:40:11+01:00,,,,,44767,8953,47,3168,599
2022-03-11T10:40:12+01:00,,,,,46042,8321,45,3787,732
2022-03-11T10:40:13+01:00,,,,,47071,4978,33,3995,833
2022-03-11T10:40:14+01:00,,,,,43268,4092,21,4198,941
2022-03-11T10:40:15+01:00,,,,,40860,5540,41,5404,1265
2022-03-11T10:40:16+01:00,,,,,46542,1741,10,6303,1021
2022-03-11T10:40:17+01:00,,,,,36401,668,5,6154,1227
2022-03-11T10:40:19+01:00,,,,,38597,265,2,7646,1918
2022-03-11T10:40:21+01:00,,,,,39986,632,5,6571,1768
2022-03-11T10:40:22+01:00,,,,,41685,2885,15,4539,842
2022-03-11T10:40:22+01:00,,,,,36646,3328,26,4441,810
2022-03-11T10:40:23+01:00,,,,,38394,4685,27,3573,591
2022-03-11T10:40:24+01:00,,,,,62573,4483,33,4071,847
2022-03-11T10:40:24+01:00,,,,,43187,6709,33,3214,423
2022-03-11T10:40:25+01:00,,,,,40147,4117,30,3179,519
2022-03-11T10:40:26+01:00,,,,,37049,2452,15,5507,1073
2022-03-11T10:40:26+01:00,,,,,36308,7758,37,3254,454
2022-03-11T10:40:27+01:00,,,,,35207,7040,45,3649,582
2022-03-11T10:40:28+01:00,,,,,38722,3753,20,4936,761
2022-03-11T10:40:29+01:00,,,,,33076,1663,12,6892,1323
2022-03-11T10:40:30+01:00,,,,,33560,4614,26,5576,1010
2022-03-11T10:40:31+01:00,,,,,35671,3070,16,4207,642
2022-03-11T10:40:31+01:00,,,,,40203,5750,31,2311,244
2022-03-11T10:40:31+01:00,,,,,35625,6342,37,2702,333
2022-03-11T10:40:31+01:00,,,,,35168,9726,52,1260,55
2022-03-11T10:40:32+01:00,,,,,35321,3366,20,790,35
2022-03-11T10:40:32+01:00,,,,,35312,5262,28,1438,75
2022-03-11T10:40:32+01:00,,,,,36875,3853,32,2354,276
2022-03-11T10:40:32+01:00,,,,,36983,3899,25,2227,257
2022-03-11T10:40:32+01:00,,,,,37490,3766,32,1650,142
2022-03-11T10:40:33+01:00,,,,,39227,7988,58,1425,141
2022-03-11T10:40:33+01:00,,,,,39801,10275,61,1267,97
2022-03-11T10:40:33+01:00,,,,,36054,11034,73,1772,170
2022-03-11T10:40:33+01:00,,,,,36569,16506,82,1678,113
2022-03-11T10:40:33+01:00,,,,,34544,8356,58,1770,159
2022-03-11T10:40:34+01:00,,,,,37359,10560,54,716,32
2022-03-11T10:40:34+01:00,,,,,24394,6574,39,771,40
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,2,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,5000,0,0,0,0
2022-03-11T10:40:34+01:00,,,,,1819,0,1,0,0
2022-03-11T10:40:34+01:00,,,,,4174,4174,418,0,0
2022-03-11T10:46:50+01:00,,,,,75682,41334,209,86,12
2022-03-11T10:46:51+01:00,,,,,52283,31282,155,406,40
2022-03-11T10:46:51+01:00,,,,,53902,26072,163,1169,154
2022-03-11T10:46:51+01:00,,,,,48830,26665,153,1019,105
2022-03-11T10:46:51+01:00,,,,,55098,30043,163,923,90
2022-03-11T10:46:52+01:00,,,,,46371,19601,112,2123,385
2022-03-11T10:46:53+01:00,,,,,47927,15262,95,3515,720
2022-03-11T10:46:53+01:00,,,,,49914,16540,107,3029,723
2022-03-11T10:46:55+01:00,,,,,48439,10628,69,4950,1589
2022-03-11T10:46:57+01:00,,,,,49255,9416,60,5542,1671
2022-03-11T10:46:59+01:00,,,,,45182,8592,60,6729,2220
2022-03-11T10:47:02+01:00,,,,,42105,4546,35,7591,2763
2022-03-11T10:47:05+01:00,,,,,44502,2596,15,8395,3758
2022-03-11T10:47:08+01:00,,,,,45988,5894,38,6863,2530
2022-03-11T10:47:11+01:00,,,,,45673,5340,30,7622,3230
2022-03-11T10:47:13+01:00,,,,,38207,4153,25,7094,1769
2022-03-11T10:47:15+01:00,,,,,41307,3143,18,7723,1948
2022-03-11T10:47:19+01:00,,,,,46259,1970,13,8410,3755
2022-03-11T10:47:21+01:00,,,,,42684,2311,15,7891,2536
2022-03-11T10:47:24+01:00,,,,,45161,3035,26,7457,2972
2022-03-11T10:47:26+01:00,,,,,41439,3608,20,6604,2068
2022-03-11T10:47:29+01:00,,,,,42499,2320,14,7781,2836
2022-03-11T10:47:31+01:00,,,,,40518,3372,27,7149,2087
2022-03-11T10:47:34+01:00,,,,,41886,2754,16,7318,2480
2022-03-11T10:47:35+01:00,,,,,40107,3825,20,7210,1983
2022-03-11T10:47:38+01:00,,,,,39889,2408,15,7381,2372
2022-03-11T10:47:40+01:00,,,,,47151,4267,25,5982,1919
2022-03-11T10:47:42+01:00,,,,,41043,2172,15,7946,2558
2022-03-11T10:47:44+01:00,,,,,46401,2514,20,5719,1301
2022-03-11T10:47:46+01:00,,,,,44917,2288,15,6890,2731
2022-03-11T10:47:49+01:00,,,,,51442,5554,29,6063,2167
2022-03-11T10:47:50+01:00,,,,,47960,9197,51,4685,1218
2022-03-11T10:47:51+01:00,,,,,49799,5670,32,4280,1032
2022-03-11T10:47:52+01:00,,,,,42151,5531,33,3982,796
2022-03-11T10:47:52+01:00,,,,,47527,6358,39,3112,495
2022-03-11T10:47:54+01:00,,,,,48387,4687,31,6067,1908
2022-03-11T10:47:55+01:00,,,,,44338,4587,23,4706,1001
2022-03-11T10:47:56+01:00,,,,,42547,6610,33,4475,879
2022-03-11T10:47:57+01:00,,,,,39575,6043,56,5197,1332
2022-03-11T10:47:59+01:00,,,,,40657,4643,25,5434,1329
2022-03-11T10:48:00+01:00,,,,,43060,8513,44,4258,1037
2022-03-11T10:48:01+01:00,,,,,42335,6438,34,5905,1794
2022-03-11T10:48:03+01:00,,,,,43541,6634,35,5890,1931
2022-03-11T10:48:04+01:00,,,,,42846,10435,55,4389,1042
2022-03-11T10:48:05+01:00,,,,,41095,11081,55,3449,522
2022-03-11T10:48:05+01:00,,,,,51376,17297,98,3401,588
2022-03-11T10:48:06+01:00,,,,,58724,23526,126,2189,325
2022-03-11T10:48:06+01:00,,,,,48293,8708,55,3953,676
2022-03-11T10:48:07+01:00,,,,,50593,9656,80,3178,629
2022-03-11T10:48:11+01:00,,,,,56498,2303,13,6088,4225
2022-03-11T10:48:13+01:00,,,,,45494,8157,39,4303,1164
2022-03-11T10:48:14+01:00,,,,,46046,5886,51,4887,1737
2022-03-11T10:48:15+01:00,,,,,39595,9857,59,3012,392
2022-03-11T10:48:16+01:00,,,,,39898,4465,35,5281,1218
2022-03-11T10:48:17+01:00,,,,,40069,3436,21,4994,1420
2022-03-11T10:48:19+01:00,,,,,42406,4182,23,4896,1747
2022-03-11T10:48:20+01:00,,,,,44471,10648,76,3252,682
2022-03-11T10:48:21+01:00,,,,,44043,6542,36,4520,1452
2022-03-11T10:48:24+01:00,,,,,39526,2895,16,6628,2379
2022-03-11T10:48:25+01:00,,,,,45150,7027,35,5016,1559
2022-03-11T10:48:27+01:00,,,,,42797,3814,20,6401,2344
2022-03-11T10:48:30+01:00,,,,,43871,4252,22,5438,2226
2022-03-11T10:48:32+01:00,,,,,40925,1723,10,7857,2686
2022-03-11T10:48:35+01:00,,,,,38950,3694,22,7224,2284
2022-03-11T10:48:37+01:00,,,,,36255,4182,21,6942,1864
2022-03-11T10:48:39+01:00,,,,,37421,4458,29,6721,2023
2022-03-11T10:48:40+01:00,,,,,37702,3437,19,6276,1633
2022-03-11T10:48:42+01:00,,,,,40220,3025,20,6725,2064
2022-03-11T10:48:44+01:00,,,,,40267,3984,23,5564,1288
2022-03-11T10:48:45+01:00,,,,,40817,4865,26,5190,1372
2022-03-11T10:48:46+01:00,,,,,42986,3979,20,4784,1106
2022-03-11T10:48:47+01:00,,,,,37920,6986,35,4330,909
2022-03-11T10:48:48+01:00,,,,,36921,7030,38,5258,1075
2022-03-11T10:48:50+01:00,,,,,36968,2644,15,7089,1952
2022-03-11T10:48:51+01:00,,,,,35381,3673,18,5598,1189
2022-03-11T10:48:52+01:00,,,,,36954,5067,28,4887,1008
2022-03-11T10:48:54+01:00,,,,,37480,4996,38,5969,1560
2022-03-11T10:48:55+01:00,,,,,38175,6356,32,5006,1073
2022-03-11T10:48:56+01:00,,,,,34744,4679,25,6364,1469
2022-03-11T10:48:58+01:00,,,,,36118,4711,32,6031,1367
2022-03-11T10:48:58+01:00,,,,,39695,9105,45,3621,555
2022-03-11T10:48:59+01:00,,,,,40351,6554,43,3809,667
2022-03-11T10:48:59+01:00,,,,,38934,8334,48,3206,386
2022-03-11T10:49:00+01:00,,,,,42555,5093,32,4222,584
2022-03-11T10:49:01+01:00,,,,,39702,5686,35,4809,800
2022-03-11T10:49:01+01:00,,,,,36043,5575,38,4124,663
2022-03-11T10:49:01+01:00,,,,,34511,10230,67,2201,191
2022-03-11T10:49:02+01:00,,,,,36598,11406,99,1711,146
2022-03-11T10:49:02+01:00,,,,,38742,10520,56,2054,170
2022-03-11T10:49:02+01:00,,,,,41125,12034,59,2086,198
2022-03-11T10:49:02+01:00,,,,,39064,10103,48,1538,88
